loc_rowid,pl_name,hostname,sy_snum,sy_pnum,disc_year,pl_orbper,pl_orbpererr1,pl_orbpererr2,pl_orbperlim,pl_orbsmax,pl_orbsmaxerr1,pl_orbsmaxerr2,pl_orbsmaxlim,pl_rade,pl_radeerr1,pl_radeerr2,pl_radelim,pl_bmasse,pl_bmasseerr1,pl_bmasseerr2,pl_bmasselim,sy_dist,sy_disterr1,sy_disterr2
1322,HIP 71135 b,HIP 71135,1,1,2019,87.19000000,0.38100000,-0.38100000,0,0.335000,0.007000,-0.007000,0,4.550,,,0,18.80000,4.10000,-4.10000,0,32.3311000,0.0521000,-0.0519000
1323,HIP 74890 b,HIP 74890,1,1,2016,822.30000000,16.80000000,-16.80000000,0,2.100000,0.090000,-0.090000,0,13.300,,,0,762.79200,95.34900,-95.34900,0,78.6562000,0.2560000,-0.2560000
1324,HIP 75092 b,HIP 75092,1,1,2021,926.40000000,12.80000000,-12.80000000,0,2.020000,0.020000,-0.020000,0,13.500,,,0,568.91285,47.67426,-47.67426,0,81.6696000,0.4148000,-0.4107000
1325,HIP 77900 b,HIP 77900,1,1,2024,,,,,3319.000000,28.000000,-28.000000,0,12.100,,,0,6674.39655,317.82841,-317.82841,0,150.8620000,2.7435000,-2.7435000
1326,HIP 78530 b,HIP 78530,1,1,2010,,,,,740.000000,60.000000,-60.000000,0,12.000,,,0,7300.00000,300.00000,-300.00000,0,136.7590000,1.4930000,-1.4620000
1327,HIP 79098 AB b,HIP 79098 AB,2,1,2019,,,,,345.000000,6.000000,-6.000000,0,12.100,,,0,6515.51500,1430.23500,-1430.23500,0,145.7980000,2.5620000,-2.4760000
1328,HIP 79431 b,HIP 79431,1,1,2009,111.70000000,0.70000000,-0.70000000,0,0.360000,,,0,13.400,,,0,667.41500,,,0,14.5324000,0.0259000,-0.0259000
1329,HIP 81208 C b,HIP 81208 C,3,1,2023,104100.00000000,107260.00000000,-40934.00000000,0,23.040000,13.880000,-6.550000,0,12.300,,,0,4703.86042,127.13136,-127.13136,0,147.5330000,1.4830000,-1.4540000
1330,HIP 8152 b,HIP 8152,1,2,2023,10.75101400,0.00005500,-0.00005500,0,0.093000,0.002000,-0.002000,0,2.536,0.157,-0.135,0,8.90000,1.70000,-1.70000,0,101.6940000,0.4210000,-0.4170000
1331,HIP 8152 c,HIP 8152,1,2,2023,19.60562000,0.00025000,-0.00025000,0,0.139000,0.003000,-0.002000,0,2.524,0.150,-0.141,0,10.70000,2.10000,-2.20000,0,101.6940000,0.4210000,-0.4170000
1332,HIP 8541 b,HIP 8541,2,2,2016,1852.14387000,215.24662000,-117.31046000,0,3.729000,0.300000,-0.168000,0,12.600,,,0,2451.72833,602.28483,-32.73633,0,155.1210000,0.6380000,-0.6340000
1333,HIP 86221 b,HIP 86221,1,1,2021,2.22400000,0.00040000,-0.00050000,0,0.031000,,,0,14.000,,,0,225.65817,,,0,29.4898000,2.2196200,-2.2196200
1334,HIP 90988 b,HIP 90988,1,1,2021,455.73816000,2.11413000,-1.88939000,0,1.360000,0.026000,-0.027000,0,13.400,,,0,668.07531,25.10844,-27.01541,0,94.0349000,0.3884000,-0.3853000
1335,HIP 91258 b,HIP 91258,1,1,2013,5.05050000,0.00150000,-0.00150000,0,0.060000,0.000000,0.000000,0,13.700,,,0,346.43470,66.74430,-66.74430,0,45.8846000,0.0661000,-0.0660000
1336,HIP 94235 b,HIP 94235,2,1,2022,7.71305700,0.00002100,-0.00002100,0,0.078700,0.000560,-0.000170,0,3.000,0.320,-0.280,0,379.00000,,,1,58.5146000,0.1263000,-0.1258000
1337,HIP 948 b,HIP 948,1,1,2022,24955.45756000,8914.75178000,-10015.46337000,0,15.037000,3.315000,-4.464000,0,12.100,,,0,6547.26518,3132.51678,-2705.67323,0,34.8523000,0.0582000,-0.0581000
1338,HIP 9618 b,HIP 9618,1,2,2023,20.77285800,0.00004700,-0.00004700,0,0.145000,0.003000,-0.003000,0,3.828,0.104,-0.088,0,8.30000,1.70000,-1.70000,1,67.5478000,0.1566000,-0.1559000
1339,HIP 9618 c,HIP 9618,1,2,2023,52.56363000,0.00016000,-0.00016000,0,0.269000,0.005000,-0.005000,0,3.429,0.097,-0.086,0,7.00000,,,1,67.5478000,0.1566000,-0.1559000
1340,HIP 97166 b,HIP 97166,1,2,2021,10.28891400,0.00000640,-0.00000640,0,0.091000,0.002000,-0.002000,0,2.480,0.073,-0.052,0,19.10000,1.60000,-1.50000,0,65.9501000,0.1014000,-0.1012000
1341,HIP 97166 c,HIP 97166,1,2,2021,16.43200000,0.04100000,-0.04100000,0,0.124000,0.002000,-0.002000,0,2.750,,,0,8.00000,1.60000,-1.60000,0,65.9501000,0.1014000,-0.1012000
1342,HIP 97233 b,HIP 97233,1,1,2014,1062.26506000,8.80710000,-9.63078000,0,2.491000,0.049000,-0.051000,0,12.100,,,0,6098.17365,1157.84889,-102.97640,0,102.2750000,0.4070000,-0.4040000
1343,HIP 99770 b,HIP 99770,1,1,2023,18600.00000000,6200.00000000,-2800.00000000,0,16.900000,3.400000,-1.900000,0,12.200,,,0,5117.03735,1716.27340,-1589.14204,0,40.0765000,0.2847000,-0.2807000
1344,HN Lib b,HN Lib,1,1,2023,36.11600000,0.02700000,-0.02900000,0,0.141700,0.002300,-0.002300,0,2.200,,,0,5.46000,0.75000,-0.75000,0,6.2444200,0.0044550,-0.0044550
1345,HN Peg b,HN Peg,1,1,2006,,,,,773.000000,13.000000,-13.000000,0,11.777,1.527,-0.654,0,6991.57000,2996.39000,-2996.39000,0,18.1186000,0.0201000,-0.0201000
1346,HR 2562 b,HR 2562,1,1,2016,,,,,20.300000,0.300000,-0.300000,0,12.442,1.233,-1.233,0,9534.90000,4767.45000,-4767.45000,0,34.0071000,0.0480000,-0.0478000
1347,HR 5183 b,HR 5183,2,1,2019,27000.00000000,16000.00000000,-8000.00000000,0,18.000000,6.000000,-4.000000,0,13.100,,,0,1052.01203,50.85255,-38.13941,0,31.4607000,0.0390000,-0.0389000
1348,HR 810 b,HR 810,1,1,1999,302.79999000,2.30000000,-2.30000000,0,0.920000,0.020000,-0.020000,0,12.700,,,0,1970.53612,158.91420,-158.91420,0,17.3181000,0.0162000,-0.0162000
1349,HR 858 b,HR 858,2,3,2019,3.58599000,0.00015000,-0.00015000,0,0.048000,0.001000,-0.001100,0,2.085,0.068,-0.064,0,5.00000,,,0,31.9640000,0.0722000,-0.0720000
1350,HR 858 c,HR 858,2,3,2019,5.97293000,0.00060000,-0.00053000,0,0.067400,0.001400,-0.001600,0,1.939,0.069,-0.069,0,4.42000,,,0,31.9640000,0.0722000,-0.0720000
1351,HR 858 d,HR 858,2,3,2019,11.23000000,0.00110000,-0.00100000,0,0.102700,0.002200,-0.002500,0,2.164,0.086,-0.083,0,5.32000,,,0,31.9640000,0.0722000,-0.0720000
1352,HR 8799 b,HR 8799,1,4,2008,170000.00000000,,,0,68.000000,,,0,13.000,1.000,-1.000,0,2000.00000,1000.00000,-600.00000,0,41.2441000,0.1515000,-0.1505000
1353,HR 8799 c,HR 8799,1,4,2008,69000.00000000,,,0,38.000000,,,0,13.000,1.000,0.000,0,3000.00000,1000.00000,-1000.00000,0,41.2441000,0.1515000,-0.1505000
1354,HR 8799 d,HR 8799,1,4,2008,37000.00000000,,,0,24.000000,,,0,13.000,1.000,0.000,0,3000.00000,1000.00000,-1000.00000,0,41.2441000,0.1515000,-0.1505000
1355,HR 8799 e,HR 8799,1,4,2010,20815.60000000,1128.62000000,-1128.62000000,0,16.400000,2.100000,-1.100000,0,13.115,1.457,-1.233,0,3178.30000,2224.81000,-1271.32000,0,41.2441000,0.1515000,-0.1505000
1356,HS Psc b,HS Psc,1,1,2024,3.98600000,0.04400000,-0.00300000,0,0.043500,0.001700,-0.001700,0,13.600,,,0,464.02947,177.98391,-139.84450,0,37.6604000,0.0995000,-0.0989000
1357,HU Aqr AB b,HU Aqr,2,2,2011,2390.00000000,4.00000000,-4.00000000,0,3.600000,0.800000,-0.800000,0,12.800,,,0,1875.19700,190.69800,-190.69800,0,192.1980787,2.3303607,-2.3303607
1358,HU Aqr AB c,HU Aqr,2,2,2011,4368.00000000,515.00000000,-515.00000000,0,5.400000,0.900000,-0.900000,0,12.900,,,0,1430.23500,158.91500,-158.91500,0,192.1980787,2.3303607,-2.3303607
1359,IC 4651 9122 b,IC 4651 9122,1,1,2018,734.00000000,8.10000000,-8.10000000,0,2.038000,0.039000,-0.039000,0,12.700,,,0,2002.32900,158.91500,-158.91500,0,859.3240000,31.9890000,-31.9890000
1360,ITG 15 b,ITG 15 A,2,1,2024,,,,,435.000000,4.000000,-4.000000,0,12.100,,,0,6674.39655,635.65681,-953.48522,0,136.3700000,2.1130000,-2.0520000
1361,K2-10 b,K2-10,1,1,2015,19.30440000,0.00120000,-0.00120000,0,0.137000,0.001500,-0.001500,0,3.840,0.350,-0.340,0,27.00000,17.00000,-16.00000,0,272.3600000,3.1120000,-3.0440000
1362,K2-100 b,K2-100,1,1,2016,1.67390350,0.00000040,-0.00000040,0,0.030100,0.001400,-0.001400,0,3.880,0.160,-0.160,0,21.80000,6.20000,-6.20000,0,188.9590000,2.4710000,-2.4100000
1363,K2-101 b,K2-101,1,1,2016,14.67624290,0.00002010,-0.00002030,0,0.112400,0.009500,-0.023900,0,2.000,0.140,-0.070,0,4.66000,,,0,188.3300000,2.1280000,-2.0820000
1364,K2-102 b,K2-102,1,1,2016,9.91561500,0.00120900,-0.00119500,0,,,,,1.300,0.100,-0.100,0,2.24000,,,0,188.1750000,2.0650000,-2.0220000
1365,K2-104 b,K2-104,1,1,2016,1.97419540,0.00000240,-0.00000240,0,0.024200,0.002200,-0.005500,0,1.790,0.100,-0.060,0,3.86000,,,0,189.2890000,3.9960000,-3.8370000
1366,K2-105 b,K2-105,1,1,2017,8.26699280,0.00000700,-0.00000670,0,0.083300,0.003900,-0.011600,0,3.590,0.110,-0.070,0,30.00000,19.00000,-19.00000,0,197.9890000,1.5550000,-1.5300000
1367,K2-107 b,K2-107,1,1,2017,3.31395900,0.00002400,-0.00002400,0,0.047500,0.000600,-0.000600,0,15.980,0.550,-0.550,0,266.97720,25.42640,-25.42640,0,685.2000000,20.5020000,-19.3640000
1368,K2-108 b,K2-108,1,1,2017,4.73399900,0.00022100,-0.00022700,0,0.058100,0.000900,-0.000900,0,5.330,0.210,-0.210,0,59.40000,4.40000,-4.40000,0,477.2950000,10.0940000,-9.6920000
1369,K2-11 b,K2-11,1,1,2015,39.93767000,0.23229000,-0.23229000,0,0.225700,0.014300,-0.014300,0,7.550,9.330,-9.330,0,44.40000,,,0,329.3090000,2.6820000,-2.6410000
1370,K2-110 b,K2-110,1,1,2017,13.86375000,0.00026000,-0.00026000,0,0.102070,0.000830,-0.000830,0,2.592,0.098,-0.097,0,15.90000,2.70000,-2.70000,0,116.4740000,0.4310000,-0.4270000
1371,K2-111 b,K2-111,1,2,2017,5.35180000,0.00040000,-0.00040000,0,0.056500,0.000450,-0.000450,0,1.820,0.110,-0.090,0,5.58000,0.74000,-0.73000,0,200.3940000,2.7630000,-2.6900000
1372,K2-111 c,K2-111,1,2,2020,15.68050000,0.00640000,-0.00640000,0,0.115690,0.000940,-0.000940,0,3.330,,,0,11.08000,1.03000,-1.03000,0,200.3940000,2.7630000,-2.6900000
1373,K2-113 b,K2-113,1,1,2017,5.81768500,0.00004100,-0.00004100,0,0.064200,0.000900,-0.000900,0,12.140,0.350,-0.350,0,410.00070,41.31790,-44.49620,0,635.7220000,13.4300000,-13.4300000
1374,K2-114 b,K2-114,1,1,2017,11.39093110,0.00000340,-0.00000340,0,0.094300,0.001400,-0.001200,0,10.447,0.347,-0.347,0,638.83510,38.13941,-38.13941,0,475.7580000,8.2520000,-7.9800000
1375,K2-115 b,K2-115,1,1,2017,20.27261500,0.00035600,-0.00034300,0,0.143000,0.001200,-0.001200,0,12.060,0.220,-0.220,0,266.97720,57.20940,-63.56600,0,413.5910000,4.3120000,-4.2250000
1376,K2-116 b,K2-116,1,1,2017,4.65541100,0.00048600,-0.00047300,0,0.048000,0.002000,-0.002000,0,0.690,0.040,-0.040,0,0.25700,,,0,49.3855000,0.1247000,-0.1240000
1377,K2-117 b,K2-117,1,2,2017,1.29160000,0.00004900,-0.00005100,0,0.018900,0.000100,-0.000100,0,2.030,0.100,-0.100,0,4.78000,,,0,101.6320000,0.3740000,-0.3720000
1378,K2-117 c,K2-117,1,2,2017,5.44401700,0.00046200,-0.00045500,0,0.049200,0.000300,-0.000300,0,2.060,0.120,-0.120,0,4.90000,,,0,101.6320000,0.3740000,-0.3720000
1379,K2-118 b,K2-118,1,1,2017,50.92092000,0.00558400,-0.00524900,0,0.245000,0.008000,-0.008000,0,2.540,0.230,-0.200,0,6.99000,,,0,321.7220000,3.7605000,-3.7605000
1380,K2-119 b,K2-119,1,1,2017,7.72728300,0.00126800,-0.00114900,0,0.069800,0.000600,-0.000600,0,2.530,0.200,-0.200,0,6.94000,,,0,365.5810000,4.3700000,-4.2700000
1381,K2-12 b,K2-12,1,1,2015,8.28246000,0.00052000,-0.00052000,0,0.079200,0.001600,-0.001300,0,2.440,0.300,-0.140,0,5.20000,,,1,326.3810000,6.2820000,-6.0530000
1382,K2-120 b,K2-120,1,1,2017,9.56274200,0.00067500,-0.00067300,0,0.078000,0.003000,-0.003000,0,2.010,0.130,-0.120,0,4.70000,,,0,289.5438740,2.3252793,-2.3252793
1383,K2-121 b,K2-121,1,1,2017,5.18575390,0.00000060,-0.00000050,0,0.062900,0.003300,-0.004300,0,7.520,0.220,-0.180,0,44.10000,,,0,169.3980000,1.0610000,-1.0480000
1384,K2-122 b,K2-122,2,1,2017,2.21930230,0.00000200,-0.00000200,0,0.037300,0.003800,-0.009500,0,1.160,0.100,-0.050,0,1.65000,,,0,72.0444000,0.2532000,-0.2532000
1385,K2-123 b,K2-123,1,1,2017,30.95152400,0.00362500,-0.00332000,0,0.164900,0.000800,-0.000800,0,2.760,0.160,-0.160,0,8.05000,,,0,161.5550000,0.6520000,-0.6520000
1386,K2-124 b,K2-124,1,1,2017,6.41365100,0.00003600,-0.00003100,0,0.049000,0.002000,-0.002000,0,2.900,0.100,-0.100,0,8.75000,,,0,140.3850000,1.3200000,-1.2960000
1387,K2-125 b,K2-125,1,1,2017,21.75026400,0.00199000,-0.00195700,0,0.121000,0.004000,-0.005000,0,2.180,0.190,-0.180,0,5.39000,,,0,124.1560000,0.8300000,-0.8300000
1388,K2-126 b,K2-126,1,1,2017,7.38565500,0.00050100,-0.00050900,0,0.065600,0.000400,-0.000400,0,1.970,0.120,-0.120,0,4.54000,,,0,102.9530000,0.7770000,-0.7660000
1389,K2-127 b,K2-127,1,1,2017,3.58816300,0.00002800,-0.00002900,0,0.041100,0.000200,-0.000200,0,8.370,0.330,-0.330,0,52.90000,,,0,709.9990000,20.5260000,-19.4230000
1390,K2-128 b,K2-128,1,1,2017,5.67581900,0.00041100,-0.00041400,0,0.056000,0.002000,-0.002000,0,1.420,0.160,-0.130,0,2.60000,,,0,114.6370000,0.9300000,-0.9150000
1391,K2-129 b,K2-129,1,1,2017,8.23949300,0.00029200,-0.00029100,0,0.057000,0.003000,-0.004000,0,1.040,0.100,-0.090,0,1.12000,,,0,27.7957000,0.0746000,-0.0742000
1392,K2-13 b,K2-13,1,1,2015,39.91488000,0.32477000,-0.32477000,0,0.211400,0.006100,-0.006100,0,1.890,0.950,-0.950,0,4.23000,,,0,342.3940000,4.4360000,-4.3260000
1393,K2-130 b,K2-130,1,1,2017,2.49412000,0.00013200,-0.00012800,0,0.032000,0.001000,-0.001000,0,1.250,0.200,-0.140,0,2.10000,,,0,118.0110000,0.5190000,-0.5140000
1394,K2-131 b,K2-131,1,1,2017,0.36930380,0.00000910,-0.00000910,0,0.009360,0.000140,-0.000140,0,1.690,0.085,-0.058,0,7.90000,1.30000,-1.30000,0,152.5090000,1.0790000,-1.0630000
1395,K2-132 b,K2-132,1,1,2017,9.17510000,0.00230000,-0.00270000,0,0.091600,0.000600,-0.000600,0,14.572,0.785,-0.785,0,155.73670,19.06980,-19.06980,0,609.8180000,17.9420000,-16.9620000
1396,K2-133 b,K2-133,1,4,2017,3.07133000,0.00011000,-0.00011000,0,0.031940,0.000250,-0.000260,0,1.340,0.077,-0.076,0,2.36000,,,0,75.1703000,0.2012000,-0.2012000
1397,K2-133 c,K2-133,1,4,2017,4.86784000,0.00012000,-0.00012000,0,0.043410,0.000340,-0.000350,0,1.603,0.090,-0.088,0,3.20000,,,0,75.1703000,0.2012000,-0.2012000
1398,K2-133 d,K2-133,1,4,2017,11.02454000,0.00036000,-0.00035000,0,0.074870,0.000590,-0.000600,0,2.003,0.107,-0.107,0,4.67000,,,0,75.1703000,0.2012000,-0.2012000
1399,K2-133 e,K2-133,1,4,2019,26.58410000,0.00180000,-0.00170000,0,0.134600,0.001100,-0.001100,0,1.730,0.140,-0.130,0,3.64000,,,0,75.1703000,0.2012000,-0.2012000
1400,K2-136 b,K2-136,2,3,2017,7.97520000,0.00079000,-0.00079000,0,0.070700,0.001200,-0.001200,0,1.014,0.050,-0.049,0,4.30000,,,1,59.2474000,0.1877000,-0.1865000
1401,K2-136 c,K2-136,2,3,2017,17.30713000,0.00027000,-0.00027000,0,0.118500,0.002000,-0.002100,0,3.000,0.130,-0.130,0,18.10000,1.90000,-1.80000,0,59.2474000,0.1877000,-0.1865000
1402,K2-136 d,K2-136,2,3,2017,25.57500000,0.00240000,-0.00230000,0,0.153800,0.002600,-0.002700,0,1.565,0.077,-0.076,0,3.00000,,,1,59.2474000,0.1877000,-0.1865000
1403,K2-137 b,K2-137,1,1,2017,0.17971900,0.00002800,-0.00002800,0,0.005800,0.000600,-0.000600,0,0.640,0.100,-0.100,0,158.91500,,,1,98.8765000,0.6176000,-0.6101000
1404,K2-138 b,K2-138,1,6,2017,2.35309000,0.00022000,-0.00022000,0,0.033850,0.000230,-0.000290,0,1.510,0.110,-0.084,0,3.10000,1.05000,-1.05000,0,202.5850000,2.0280000,-1.9890000
1405,K2-138 c,K2-138,1,6,2017,3.56004000,0.00012000,-0.00011000,0,0.044610,0.000300,-0.000380,0,2.299,0.120,-0.087,0,6.31000,1.13000,-1.23000,0,202.5850000,2.0280000,-1.9890000
1406,K2-138 d,K2-138,1,6,2017,5.40479000,0.00021000,-0.00021000,0,0.058930,0.000400,-0.000500,0,2.390,0.104,-0.084,0,7.92000,1.39000,-1.35000,0,202.5850000,2.0280000,-1.9890000
1407,K2-138 e,K2-138,1,6,2017,8.26146000,0.00021000,-0.00022000,0,0.078200,0.000530,-0.000660,0,3.390,0.156,-0.110,0,12.97000,1.98000,-1.99000,0,202.5850000,2.0280000,-1.9890000
1408,K2-138 f,K2-138,1,6,2017,12.75758000,0.00050000,-0.00048000,0,0.104470,0.000700,-0.000880,0,2.904,0.164,-0.111,0,1.63000,2.12000,-1.18000,0,202.5850000,2.0280000,-1.9890000
1409,K2-138 g,K2-138,1,6,2021,41.96797000,0.00843000,-0.00725000,0,0.231090,0.001540,-0.001960,0,3.013,0.303,-0.251,0,4.32000,5.26000,-3.03000,0,202.5850000,2.0280000,-1.9890000
1410,K2-139 b,K2-139,1,1,2017,28.38061900,0.00055100,-0.00052800,0,0.179600,0.001500,-0.001500,0,9.110,0.170,-0.170,0,123.00021,26.37989,-23.83725,0,153.8560000,0.9320000,-0.9210000
1411,K2-14 b,K2-14,1,1,2015,8.36802000,0.00019000,-0.00019000,0,0.062700,0.000600,-0.000600,0,4.810,0.420,-0.420,0,20.70000,,,0,364.0480000,8.0990000,-8.0990000
1412,K2-140 b,K2-140,1,1,2017,6.56918800,0.00003100,-0.00003100,0,0.068000,0.001000,-0.001000,0,13.563,1.009,-1.009,0,295.58042,12.71314,-12.71314,0,347.9170000,8.2870000,-7.9170000
1413,K2-141 b,K2-141,1,2,2018,0.28032440,0.00000150,-0.00000150,0,0.007470,0.000100,-0.000100,0,1.510,0.050,-0.050,0,4.97000,0.35000,-0.34000,0,61.8736000,0.1662000,-0.1654000
1414,K2-141 c,K2-141,1,2,2018,7.74850000,0.00022000,-0.00022000,0,0.068300,0.000910,-0.000910,0,7.000,4.600,-2.800,0,8.00000,,,1,61.8736000,0.1662000,-0.1654000
1415,K2-146 b,K2-146,1,2,2018,2.64460000,0.00006000,-0.00006000,0,0.024800,0.000200,-0.000200,0,2.050,0.060,-0.060,0,5.77000,0.18000,-0.18000,0,79.3002000,0.4780000,-0.4723000
1416,K2-146 c,K2-146,1,2,2019,4.00498000,0.00011000,-0.00011000,0,0.032700,0.000600,-0.000600,0,2.190,0.070,-0.070,0,7.49000,0.24000,-0.24000,0,79.3002000,0.4780000,-0.4723000
1417,K2-147 b,K2-147,1,1,2018,0.96191800,0.00001300,-0.00001300,0,0.015900,0.000500,-0.000500,0,0.730,0.200,-0.200,0,0.31500,,,0,90.5494000,0.2767000,-0.2750000
1418,K2-148 b,K2-148,2,3,2018,4.38395000,0.00080000,-0.00080000,0,0.045400,0.001400,-0.001400,0,1.330,0.190,-0.180,0,2.33000,,,0,124.4580000,0.6260000,-0.6190000
1419,K2-148 c,K2-148,2,3,2018,6.92260000,0.00070000,-0.00070000,0,0.061600,0.001900,-0.001900,0,1.730,0.240,-0.210,0,3.64000,,,0,124.4580000,0.6260000,-0.6190000
1420,K2-148 d,K2-148,2,3,2018,9.75790000,0.00100000,-0.00100000,0,0.077400,0.002400,-0.002400,0,1.640,0.240,-0.210,0,3.33000,,,0,124.4580000,0.6260000,-0.6190000
1421,K2-149 b,K2-149,1,1,2018,11.33200000,0.00130000,-0.00130000,0,0.083000,0.002700,-0.002700,0,1.640,0.200,-0.180,0,3.33000,,,0,123.6760000,0.5430000,-0.5390000
1422,K2-15 b,K2-15,1,1,2015,11.81040000,0.00204000,-0.00204000,0,0.091000,0.001800,-0.001800,0,2.480,0.300,-0.300,0,6.71000,,,0,493.9920000,9.0765000,-9.0765000
1423,K2-150 b,K2-150,1,1,2018,10.59357000,0.00084000,-0.00084000,0,0.072700,0.002700,-0.002700,0,2.000,0.270,-0.210,0,4.66000,,,0,102.4830000,0.8020000,-0.7890000
1424,K2-151 b,K2-151,2,1,2018,3.83547600,0.00026600,-0.00025600,0,0.037300,0.000200,-0.000200,0,1.490,0.080,-0.080,0,2.83000,,,0,69.4798000,0.1524000,-0.1517000
1425,K2-152 b,K2-152,1,1,2018,32.64790000,0.01141000,-0.01483000,0,0.171600,0.001200,-0.001200,0,2.290,0.250,-0.240,0,5.86000,,,0,108.4490000,0.4140000,-0.4110000
1426,K2-153 b,K2-153,1,1,2018,7.51574000,0.00205000,-0.00240000,0,0.061400,0.000400,-0.000400,0,2.000,0.210,-0.180,0,4.66000,,,0,143.1250000,0.9150000,-0.9030000
1427,K2-154 b,K2-154,1,2,2018,3.67626000,0.00030000,-0.00031000,0,0.040500,0.000300,-0.000300,0,1.990,0.210,-0.110,0,4.62000,,,0,129.3560000,0.4450000,-0.4450000
1428,K2-154 c,K2-154,1,2,2018,7.95486000,0.00084000,-0.00085000,0,0.067700,0.000500,-0.000500,0,2.070,0.180,-0.130,0,4.94000,,,0,129.3560000,0.4450000,-0.4450000
1429,K2-155 b,K2-155,1,3,2018,6.34200000,0.00200000,-0.00200000,0,0.056200,0.001300,-0.001400,0,1.800,0.200,-0.100,0,3.89000,,,0,72.7998000,0.2864000,-0.2841000
1430,K2-155 c,K2-155,1,3,2018,13.85000000,0.00600000,-0.00600000,0,0.094600,0.003100,-0.003000,0,2.600,0.700,-0.200,0,7.27000,,,0,72.7998000,0.2864000,-0.2841000
1431,K2-155 d,K2-155,1,3,2018,40.71800000,0.00500000,-0.00500000,0,0.193700,0.006400,-0.005900,0,1.900,0.700,-0.200,0,4.27000,,,0,72.7998000,0.2864000,-0.2841000
1432,K2-156 b,K2-156,1,1,2018,0.81314300,0.00007700,-0.00007700,0,0.014900,0.000100,-0.000100,0,1.100,0.090,-0.060,0,1.37000,,,0,150.2100000,1.0850000,-1.0690000
1433,K2-157 b,K2-157,1,1,2018,0.36526100,0.00017000,-0.00017000,0,,,,,1.000,0.100,-0.080,0,0.97200,,,0,298.3730000,4.5900000,-4.4550000
1434,K2-158 b,K2-158,1,2,2018,10.06049000,0.00134000,-0.00148000,0,0.088700,0.000800,-0.000800,0,2.640,0.160,-0.100,0,7.46000,,,0,197.2990000,2.0610000,-2.0200000
1435,K2-158 c,K2-158,1,2,2018,5.90279000,0.00191000,-0.00233000,0,0.062200,0.000600,-0.000600,0,1.280,0.130,-0.100,0,2.18000,,,0,197.2990000,2.0610000,-2.0200000
1436,K2-159 b,K2-159,1,1,2018,12.42205000,0.00180000,-0.00182000,0,0.101300,0.000800,-0.000900,0,2.260,0.170,-0.110,0,5.73000,,,0,170.9980000,1.4240000,-1.4020000
1437,K2-16 b,K2-16,1,3,2015,7.61880000,0.00087000,-0.00087000,0,0.066700,0.001100,-0.001100,0,2.020,0.240,-0.240,0,4.74000,,,0,334.9670000,4.1785000,-4.1785000
1438,K2-16 c,K2-16,1,3,2015,19.07863000,0.00327000,-0.00327000,0,0.122900,0.002100,-0.002100,0,2.540,1.120,-0.470,0,6.99000,,,0,334.9670000,4.1785000,-4.1785000
1439,K2-160 b,K2-160,1,1,2018,3.70587100,0.00007400,-0.00007600,0,,,,,3.178,0.214,-0.145,0,10.20000,,,0,315.3630000,4.5120000,-4.3890000
1440,K2-161 b,K2-161,1,1,2018,9.28318800,0.00205200,-0.00230000,0,,,,,6.117,1.633,-0.783,0,31.10000,,,0,916.3190000,46.3410000,-46.3410000
1441,K2-162 b,K2-162,1,1,2018,9.45889000,0.00104000,-0.00107000,0,0.079500,0.000600,-0.000600,0,1.440,0.110,-0.070,0,2.67000,,,0,124.4330000,0.6170000,-0.6100000
1442,K2-163 b,K2-163,1,1,2018,6.67311700,0.00031600,-0.00030300,0,,,,,2.466,0.257,-0.124,0,6.65000,,,0,208.5290000,4.2480000,-4.0840000
1443,K2-164 b,K2-164,1,1,2018,17.35506600,0.00409700,-0.00380800,0,,,,,3.249,0.515,-0.413,0,10.60000,,,0,375.6700000,7.7130000,-7.4140000
1444,K2-165 b,K2-165,1,3,2018,2.35499200,0.00024600,-0.00026100,0,,,,,1.274,0.145,-0.097,0,2.17000,,,0,134.5910000,1.2000000,-1.1780000
1445,K2-165 c,K2-165,1,3,2018,4.38274500,0.00051400,-0.00053600,0,,,,,1.554,0.209,-0.110,0,3.03000,,,0,134.5910000,1.2000000,-1.1780000
1446,K2-165 d,K2-165,1,3,2018,14.10136100,0.00114600,-0.00106500,0,,,,,2.648,0.253,-0.148,0,7.50000,,,0,134.5910000,1.2000000,-1.1780000
1447,K2-166 b,K2-166,1,2,2018,8.52695000,0.00362000,-0.00370000,0,0.085800,0.001000,-0.000900,0,2.190,0.200,-0.190,0,5.43000,,,0,476.8820000,9.6920000,-9.3210000
1448,K2-167 b,K2-167,1,1,2018,9.97748000,0.00000000,0.00000000,0,0.091000,0.002500,-0.002500,0,2.300,0.210,-0.140,0,6.50000,1.60000,-1.50000,0,80.8994000,0.4731000,-0.4677000
1449,K2-168 b,K2-168,1,2,2018,15.85230000,0.00250000,-0.00120000,0,,,,,1.860,0.240,-0.110,0,4.12000,,,0,243.9350000,4.2390000,-4.0990000
1450,K2-169 b,K2-169,1,1,2018,6.38080300,0.00077800,-0.00069900,0,,,,,1.273,0.107,-0.077,0,2.16000,,,0,235.8670000,4.6980000,-4.5220000
1451,K2-17 b,K2-17,1,1,2015,17.96753000,0.00152000,-0.00152000,0,0.119000,0.002000,-0.002000,0,2.230,0.200,-0.200,0,5.60000,,,0,125.1060000,0.6630000,-0.6570000
